Name,Author,Year,Publication Name,DOI,Publication Year,Publication Type,Database
"4th International Conference on Harmony Search, Soft Computing and Applications, ICHSA 2018",,2019,Advances in Intelligent Systems and Computing,,2019,,Scopus
Rider-Deep Belief Network-Based MapReduce Framework for Big Data Classification,Gujjeti S.; Pabboju S.,2021,"Smart Innovation, Systems and Technologies",10.1007/978-981-16-0878-0_24,2021,,Scopus
Big data in omics and imaging: Association analysis,Xiong M.,2017,Big Data in Omics and Imaging: Association Analysis,10.1201/9781315370507,2017,,Scopus
T-Distributed Stochastic Neighbor Embedding with Gauss Initialization of Quantum Whale Optimization Algorithm,Yang Z.; Sun Y.; Li D.; Zhang Z.; Xie Y.,2020,"Chinese Control Conference, CCC",10.23919/CCC50068.2020.9189639,2020,,Scopus
Study on Deep Unsupervised Learning Optimization Algorithm Based on Cloud Computing,Yan H.; Yu P.; Long D.,2019,"Proceedings - 2019 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2019",10.1109/ICITBS.2019.00168,2019,,Scopus
"International Conference on Machine Vision and Augmented Intelligence, MAI 2021",,2021,Lecture Notes in Electrical Engineering,,2021,,Scopus
"9th Computer Science On-line Conference, CSOC 2020",,2020,Advances in Intelligent Systems and Computing,,2020,,Scopus
Complexity at Mesoscales: A Common Challenge in Developing Artificial Intelligence,Guo L.; Wu J.; Li J.,2019,Engineering,10.1016/j.eng.2019.08.005,2019,,Scopus
IDeepLe: Deep learning in a flash,Tahmassebi A.,2018,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.2304418,2018,,Scopus
"2nd Symposium on Machine Learning and Metaheuristics Algorithms, and Applications, SoMMA 2020",,2021,Communications in Computer and Information Science,,2021,,Scopus
"A learning-based load, PV and energy storage system control for nearly zero energy building",Gao Y.; Li S.; Dong W.,2020,IEEE Power and Energy Society General Meeting,10.1109/PESGM41954.2020.9281924,2020,,Scopus
Optimized deep CNN based prediction model for injury severity risk factor in automobile crashes,Mathew J.; Emmanuel M.,2020,International Journal of Advanced Science and Technology,,2020,,Scopus
A Parameter-Optimized DBN Using GOA and Its Application in Fault Diagnosis of Gearbox,Gai J.; Shen J.; Wang H.; Hu Y.,2020,Shock and Vibration,10.1155/2020/4294095,2020,,Scopus
"12th International Conference on Large-Scale Scientific Computing, LSSC 2019",,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,2020,,Scopus
Pragmatic Method Based on Intelligent Big Data Analytics to Prediction Air Pollution,Al_Janabi S.; Yaqoob A.; Mohammad M.,2020,Lecture Notes in Networks and Systems,10.1007/978-3-030-23672-4_8,2020,,Scopus
"7th International Conference on Intelligence Science and Big Data Engineering, IScIDE 2017",,2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,2017,,Scopus
Multi disease-prediction framework using hybrid deep learning: an optimal prediction model,Ampavathi A.; Saradhi T.V.,2021,Computer Methods in Biomechanics and Biomedical Engineering,10.1080/10255842.2020.1869726,2021,,Scopus
Research on bearing fault diagnosis method based on an adaptive anti-noise network under long time series,Wang C.; Sun H.; Zhao R.; Cao X.,2020,Sensors (Switzerland),10.3390/s20247031,2020,,Scopus
WOA + BRNN: An imbalanced big data classification framework using Whale optimization and deep neural network,Hassib E.M.; El-Desouky A.I.; Labib L.M.; El-kenawy E.-S.M.,2020,Soft Computing,10.1007/s00500-019-03901-y,2020,,Scopus
Fresh Outlook on Numerical Methods for Geodynamics. Part 1: Introduction and Modeling,Morra G.; Yuen D.A.; Tufo H.M.; Knepley M.G.,2020,"Encyclopedia of Geology: Volume 1-6, Second Edition",10.1016/B978-0-08-102908-4.00110-7,2020,,Scopus
Convergence of Photovoltaic Power Forecasting and Deep Learning: State-of-Art Review,Massaoudi M.; Chihi I.; Abu-Rub H.; Refaat S.S.; Oueslati F.S.,2021,IEEE Access,10.1109/ACCESS.2021.3117004,2021,,Scopus
Deep Convolutional Neural Network for Air Quality Prediction,Mao Y.; Lee S.,2019,Journal of Physics: Conference Series,10.1088/1742-6596/1302/3/032046,2019,,Scopus
"Fresh Outlook on Numerical Methods for Geodynamics. Part 2: Big Data, HPC, Education",Morra G.; Yuen D.A.; Tufo H.M.; Knepley M.G.,2020,"Encyclopedia of Geology: Volume 1-6, Second Edition",10.1016/B978-0-08-102908-4.00111-9,2020,,Scopus
A Intelligent CNN-BiLSTM Approach for Chinese Sentiment Analysis on Spark,Cai R.; Tao Q.,2020,"2020 IEEE 6th International Conference on Computer and Communications, ICCC 2020",10.1109/ICCC51575.2020.9344910,2020,,Scopus
Emergency Drug Procurement Planning Based on Big-Data Driven Morbidity Prediction,Song Q.; Zheng Y.-J.; Huang Y.-J.; Xu Z.-G.; Sheng W.-G.; Yang J.,2019,IEEE Transactions on Industrial Informatics,10.1109/TII.2018.2870879,2019,,Scopus
Effective Big Data Retrieval Using Deep Learning Modified Neural Networks,Prasanth T.; Gunasekaran M.,2019,Mobile Networks and Applications,10.1007/s11036-018-1204-y,2019,,Scopus
SuperMeshing: Boosting the Mesh Density of Stress Field in Plane-Strain Problems Using Deep Learning Method,"Xu, HD; Nie, ZG; Xu, QF; Li, YG; Xie, FG; Liu, XJ",2023,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,10.1115/1.4054687,2023,,WoS
A Novel Resource Optimization Algorithm Based on Clustering and Improved Differential Evolution Strategy Under a Cloud Environment,"Zhou, Z; Li, FM; Yang, SQ",2021,ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING,10.1145/3462761,2021,,WoS
Predicting longitudinal dispersion coefficient using ensemble models and optimized multi-layer perceptron models,"Gholami, M; Ghanbari-Adivi, E; Ehteram, M; Singh, VP; Ahmed, AN; Mosavi, A; El-Shafie, A",2023,AIN SHAMS ENGINEERING JOURNAL,10.1016/j.asej.2023.102223,2023,,WoS
Self-attention convolutional neural network optimized with season optimization algorithm Espoused Chronic Kidney Diseases Diagnosis in Big Data System,"Alikhan, JS; Alageswaran, R; Amali, SMJ",2023,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2023.105011,2023,,WoS
Multi-stage optimization of a deep model: A case study on ground motion modeling,"Tahmassebi, A; Gandomi, AH; Fong, S; Meyer-Baese, A; Foo, SY",2018,PLOS ONE,10.1371/journal.pone.0203829,2018,,WoS
Coronavirus Optimization Algorithm: A Bioinspired Metaheuristic Based on the COVID-19 Propagation Model,"Martínez-Alvarez, F; Asencio-Cortés, G; Torres, JF; Gutiérrez-Avilés, D; Melgar-García, L; Pérez-Chacón, R; Rubio-Escudero, C; Riquelme, JC; Troncoso, A",2020,BIG DATA,10.1089/big.2020.0051,2020,,WoS
Grey Wolf Shuffled Shepherd Optimization Algorithm-Based Hybrid Deep Learning Classifier for Big Data Classification,"Banchhor, C; Srinivasu, N",2022,INTERNATIONAL JOURNAL OF SWARM INTELLIGENCE RESEARCH,10.4018/IJSIR.302612,2022,,WoS
LightAdam: Towards a Fast and Accurate Adaptive Momentum Online Algorithm,"Zhou, YF; Huang, KZ; Cheng, C; Wang, XG; Liu, X",2022,COGNITIVE COMPUTATION,10.1007/s12559-021-09985-9,2022,,WoS
Suggesting a Stochastic Fractal Search Paradigm in Combination with Artificial Neural Network for Early Prediction of Cooling Load in Residential Buildings,"Moayedi, H; Mosavi, A",2021,ENERGIES,10.3390/en14061649,2021,,WoS
"Application of machine learning, deep learning and optimization algorithms in geoengineering and geoscience: Comprehensive review and future challenge","Zhang, WA; Gu, X; Tang, LB; Yin, YP; Liu, DS; Zhang, YM",2022,GONDWANA RESEARCH,10.1016/j.gr.2022.03.015,2022,,WoS
Meta-Heuristic Optimization of LSTM-Based Deep Network for Boosting the Prediction of Monkeypox Cases,"Eid, MM; El-Kenawy, EM; Khodadadi, N; Mirjalili, S; Khodadadi, E; Abotaleb, M; Alharbi, AH; Abdelhamid, AA; Ibrahim, A; Amer, GM; Kadi, A; Khafaga, DS",2022,MATHEMATICS,10.3390/math10203845,2022,,WoS
An effective structure of multi-modal deep convolutional neural network with adaptive group teaching optimization,"Gupta, V; Pawar, S",2022,SOFT COMPUTING,10.1007/s00500-022-07107-7,2022,,WoS
Improved Deep Neural Network for OFDM Signal Recognition Using Hybrid Grey Wolf Optimization,"Zhang, Y; Liu, DJ; Liu, JL; Xian, YX; Wang, X",2020,IEEE ACCESS,10.1109/ACCESS.2020.3010589,2020,,WoS
Support Vector Regression Integrated with Fruit Fly Optimization Algorithm for River Flow Forecasting in Lake Urmia Basin,"Samadianfard, S; Jarhan, S; Salwana, E; Mosavi, A; Shamshirband, S; Akib, S",2019,WATER,10.3390/w11091934,2019,,WoS
Modeling of extended osprey optimization algorithm with Bayesian neural network: An application on Fintech to predict financial crisis,"Abdullayev, I; Akhmetshin, E; Kosorukova, I; Klochko, E; Cho, W; Joshi, GP",2024,AIMS MATHEMATICS,10.3934/math.2024853,2024,,WoS
Smart city urban planning using an evolutionary deep learning model,"Alghamdi, M",2024,SOFT COMPUTING,10.1007/s00500-023-08219-4,2024,,WoS
Multi disease-prediction framework using hybrid deep learning: an optimal prediction model,"Ampavathi, A; Saradhi, TV",2021,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,10.1080/10255842.2020.1869726,2021,,WoS
ExpSSOA-Deep maxout: Exponential Shuffled shepherd optimization based Deep maxout network for intrusion detection using big data in cloud computing framework,"Pandey, BK; Veeramanickam, MRM; Ahmad, S; Rodriguez, C; Esenarro, D",2023,COMPUTERS & SECURITY,10.1016/j.cose.2022.102975,2023,,WoS
Enhancing Enterprise Value Creation Through Intelligent Digital Transformation of the Value Chain: A Deep Learning and Edge Computing Approach,"Liu, RQ; Wang, YH",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-024-02087-5,2024,,WoS
Prediction of ball-on-plate friction and wear by ANN with data-driven optimization,"Kovalev, A; Tian, Y; Meng, YG",2024,FRICTION,10.1007/s40544-023-0803-1,2024,,WoS
A Hybrid Deep Learning-Based Unsupervised Anomaly Detection in High Dimensional Data,"Muneer, A; Taib, SM; Fati, SM; Balogun, AO; Aziz, IA",2022,CMC-COMPUTERS MATERIALS & CONTINUA,10.32604/cmc.2022.021113,2022,,WoS
An Imbalanced Big Data Mining Framework for Improving Optimization Algorithms Performance,"Hassib, EM; El-Desouky, AI; El-Kenawy, EM; El-Ghamrawy, SM",2019,IEEE ACCESS,10.1109/ACCESS.2019.2955983,2019,,WoS
Efficient Online Big Data Stream Clustering Using Dual Interactive Wasserstein Generative Adversarial Network,"Matheswaran, S; Nachimuthu, N; Prakash, G",2024,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,10.1142/S021821302450009X,2024,,WoS
WOA plus BRNN: An imbalanced big data classification framework using Whale optimization and deep neural network,"Hassib, EM; El-Desouky, AI; Labib, LM; El-kenawy, ESM",2020,SOFT COMPUTING,10.1007/s00500-019-03901-y,2020,,WoS
Internet of Things Based Horizontal Axis Tracking Solar Panel Performance Evaluation,"Magudeswaran, P; Sakthivel, P",2024,ELECTRIC POWER COMPONENTS AND SYSTEMS,10.1080/15325008.2023.2243940,2024,,WoS
A systematic review of meta-heuristic algorithms in IoT based application,"Sharma, V; Tripathi, AK",2022,ARRAY,10.1016/j.array.2022.100164,2022,,WoS
Big Data Classification in IOT Healthcare Application Using Optimal Deep Learning,"Akhtar, MM; Ahamad, D; Shatat, ASA; Shatat, ASA",2023,INTERNATIONAL JOURNAL OF SEMANTIC COMPUTING,10.1142/S1793351X22400153,2023,,WoS
Hybrid Whale Tabu algorithm optimized convolutional neural network architecture for intrusion detection in big data,"Ponmalar, A; Dhanakoti, V",2022,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,10.1002/cpe.7038,2022,,WoS
Cyber Forensic Investigation in IoT Using Deep Learning Based Feature Fusion in Big Data,"Thapaliya, S; Sharma, PK",2023,INTERNATIONAL JOURNAL OF WIRELESS INFORMATION NETWORKS,10.1007/s10776-022-00586-3,2023,,WoS
Golden eagle based improved Att-BiLSTM model for big data classification with hybrid feature extraction and feature selection techniques,"Kotikam, G; Selvaraj, L",2024,NETWORK-COMPUTATION IN NEURAL SYSTEMS,10.1080/0954898X.2023.2293895,2024,,WoS
A Fully Streaming Big Data Framework for Cyber Security Based on Optimized Deep Learning Algorithm,"Hussen, N; Elghamrawy, SM; Salem, M; El-Desouky, AI",2023,IEEE ACCESS,10.1109/ACCESS.2023.3281893,2023,,WoS
Fault detection and classification in solar based distribution systems in the presence of deep learning and social spider method,"Cao, HH; Zhang, HP; Gu, CL; Zhou, YH; He, X",2023,SOLAR ENERGY,10.1016/j.solener.2023.111868,2023,,WoS
Prediction of Daily Entrance and Exit Passenger Flow of Rail Transit Stations by Deep Learning Method,"Zhu, HZ; Yang, XG; Wang, YZ",2018,JOURNAL OF ADVANCED TRANSPORTATION,10.1155/2018/6142724,2018,,WoS
Emergency Drug Procurement Planning Based on Big-Data Driven Morbidity Prediction,"Song, Q; Zheng, YJ; Huang, YJ; Xu, ZG; Sheng, WG; Yang, J",2019,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,10.1109/TII.2018.2870879,2019,,WoS
Convergence of Photovoltaic Power Forecasting and Deep Learning: State-of-Art Review,"Massaoudi, M; Chihi, I; Abu-Rub, H; Refaat, SS; Oueslati, FS",2021,IEEE ACCESS,10.1109/ACCESS.2021.3117004,2021,,WoS
Optimal deep learning approaches and healthcare big data analytics for mobile networks toward 5G,"Pustokhin, DA; Pustokhina, IV; Rani, P; Kansal, V; Elhoseny, M; Joshi, GP; Shankar, K",2021,COMPUTERS & ELECTRICAL ENGINEERING,10.1016/j.compeleceng.2021.107376,2021,,WoS
A multi-objective optimization based deep feature multi-subspace partitioning method for process monitoring,"Li, ZC; Tian, L; Yan, XF",2023,EXPERT SYSTEMS WITH APPLICATIONS,10.1016/j.eswa.2023.120097,2023,,WoS
"A Comprehensive Review on the Role of Artificial Intelligence in Power System Stability, Control, and Protection: Insights and Future Directions","Alhamrouni, I; Kahar, NHA; Salem, M; Swadi, M; Zahroui, Y; Kadhim, DJ; Mohamed, FA; Nazari, MA",2024,APPLIED SCIENCES-BASEL,10.3390/app14146214,2024,,WoS
Complexity at Mesoscales: A Common Challenge in Developing Artificial Intelligence,"Guo, L; Wu, J; Li, JH",2019,ENGINEERING,10.1016/j.eng.2019.08.005,2019,,WoS
CVaR Prediction Model of the Investment Portfolio Based on the Convolutional Neural Network Facilitates the Risk Management of the Financial Market,"Wu, Z; Qiao, Y; Huang, S; Liu, HC",2022,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,10.4018/JGIM.293288,2022,,WoS
An Innovative Metaheuristic Strategy for Solar Energy Management through a Neural Networks Framework,"Moayedi, H; Mosavi, A",2021,ENERGIES,10.3390/en14041196,2021,,WoS
Physical Black-Box Adversarial Attacks Through Transformations,"Jiang, WB; Li, HW; Xu, GW; Zhang, TW; Lu, RX",2023,IEEE TRANSACTIONS ON BIG DATA,10.1109/TBDATA.2022.3227318,2023,,WoS
Spatiotemporal grid-based crash prediction-application of a transparent deep hybrid modeling framework,"Kashifi, MT; Al-Sghan, IY; Rahman, SM; Al-Ahmadi, HM",2022,NEURAL COMPUTING & APPLICATIONS,10.1007/s00521-022-07511-y,2022,,WoS
Artificial Intelligence: New Frontiers in Real-Time Inverse Scattering and Electromagnetic Imaging,"Salucci, M; Arrebola, M; Shan, T; Li, MK",2022,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,10.1109/TAP.2022.3177556,2022,,WoS
Particle Swarm Optimization-Based Deep Neural Network for Digital Modulation Recognition,"Shi, WZ; Liu, DJ; Cheng, X; Li, Y; Zhao, Y",2019,IEEE ACCESS,10.1109/ACCESS.2019.2932266,2019,,WoS
